verified_reviews,sentiment
"I am not gonna lie.  I don't get the Sprinkles buzz.... I think they are dry, boring, and not worth the money.  My opinion, drive north a few more miles to CupCakes...",Negative
"The spaghetti and meatballs was okay, not great, certainly not worth the 40 minute wait.",Negative
"I ordered an entire pizza, and received a sandwich. What?? Cheap, and NOT the tastiest pizza place anyway. Only go here if it's your last option.",Negative
"The meat selection was great, but not as good as other brazilian restaurants I've visited.",Neutral
This is a fine restaurant to go to when you want to get away from the noise and chaos of Vegas. \n\nThey also have Czech Pilsner on tap. Yay!,Neutral
Been going here for 23 years... Never clean... Last night was the worst filth I've ever experienced and may never return. If the bathrooms and eating area is that bad... What's going on in the kitchen?,Negative
This place is modern and trendy and for the most part all the employees are good looking but I wasn't impressed.  Eventually modern becomes dated.  So what else do they have to offer???,Neutral
"Overall, mediocre at best. The seats aren't very comfortable even though we had a couples booth. The service is great but I prefer the more comfortable and intimate Esplanade. The food isn't anything special and I'm pretty sure they serve cheap wine.",Neutral
"As I sat down, I had to ask the people further down the row if they had vomited.",Neutral
"The ice cream is great and the service was good but the same Pedaler camps out front begging for money. I don't carry cash but I'm getting tired of being hit up for \""spare change\"".  For the sake of their business they need to ask him to leave.",Neutral
"They used to have a nice variety of tasty dogs, but they've been out of business for several months.  Too bad, it was a fun little hole in the was place with good service and decent prices.",Neutral
Bluetooth sound is great. Videos are crazy. It’s an amazing device.,Positive
"What've you done or not done Bellagio?  You were the gold standard.  We should have asked for a refund.  Tough chewy meat, skinny crab, poor service. One star because of the desserts.",Negative
I would give them a FIVE star if they did just ONE little thing differently.  That ONE thing is to serve the food for everyone at the table at the SAME time. The food is tasty..just that ONE thing.,Neutral
Food is pretty good. Always go during the day. The night shift is ratchet! Seriously! Very selfish with bags. They will try to stuff everything in one bag. Dining area is clean.,Neutral
Works great! Perfect for my office!,Positive
Best purchase this year.,Positive
"Only one waitress for the entire restaurant.\nShe did her best, not bad. Food way overpriced.  Full of Ocotillo blue hairs, don't know any better. $15.95  for combination fried rice. Really? Maybe 8 bucks tops. Never going back. Too many good places out there.  Don't bother, you will be better off.",Negative
blah blah blah blah blah GOLDEN WINGS blah blah blah blah blah,Neutral
"Menu isn't very appealing, however the food is delicious.  Had the Cesar salad and soup, very good. Husband had the shrimp slider which were very good. Service is very chill, kinda a small place but VERY clean.",Neutral
won't be going back... food was mediocre at best.  it is NOT kid-friendly.,Negative
We love it!!  We use it every day and are finding new ways to use it the longer we have it!,Positive
The nicest part was the water fall. Don't think many night clubs have this view. \n\nBut the dancing floor was tiny. They might want you to drink at the table where most money was spent. \n\nIt was $$$$ ~ $$$$$ per table!!!,Neutral
Delicious chocolate crepe and lots of tempting eye-candy.,Neutral
"Their phone number doesn't even work, so don't even try to call in.",Neutral
This place is tiny and adorable.   \nI almost always get the pad thai and spring rolls.,Neutral
"Nice place, but I was not impressed with the food. I can get more authentic Mexican food at a filibertos. The one shining star was their salsa's, and the service was ok. Not some place I would return to. :(",Negative
"I just don't like this movie theater. Maybe it's because of all the hoodlums that seem to congregate here? Or possibly it's because the ticket prices are higher then other theaters in the area. For whatever reason, I just don't care to frequent Lowes.",Neutral
"Reasonably good curry, although not as good as the reviews on the window claim.  I agree with the other reviews that it promises more than it really delivers.",Neutral
"If you go here for the muffins only,  it's 5 star. The food is never as good as I want it to be.  The cheese in the ham and cheese omelet seemed processed and the ham seemed canned.  The turkey is processed butterball. Stick with the bakery.",Neutral
Pretty good pan pizza but NOT good double dough crust. It's way too chewy and tough to eat. Not a bad environment overall but there are better options in town.,Neutral
Great place to get an authentic meal. Great wine selection with generous portions. The house dressing is to die for.,Positive
"Ha Long Bay, the definition of a love hate relationship.\n\nFood is excellent, service is deplorable. I write this over a takeout order that, while delicious, is not at all what I ordered.",Neutral
"Dirty, food was old, no help, everything had to been made and the place was near empty @ around 9:30pm...Bathrooms were filthy, trash cans overflowing...Last time I'll be going to Panda Express...",Negative
Not bad for Vegas but any one from Chicago will tell you the bread is wrong fix that and you got a great sandwich,Neutral
"Pretty decent italian lunch. Admittedly we had some basic stuff like antipasto and caesar, but I would go back.",Neutral
